ID;Data;Produto;Quantidade;Vendedor;Origem;País;Método_Transporte;Data_Entrega;Total
132365;18/08/2023;laranja;755;Vendedor 3;Recanto Verde;Canadá;Avião;22/09/2023;649
132366;25/02/2023;laranja;936;Vendedor 17;Recanto Verde;Chile;Caminhão;08/03/2023;1094
132367;06/12/2023;banana;41;Vendedor 26;Quinta dos Pinhais;Reino Unido;Caminhão;04/01/2024;36
132368;16/02/2023;uva;517;Vendedor 48;Refúgio do Vale;Bélgica;Barco;17/03/2023;4220
132369;03/03/2023;banana;161;Vendedor 32;Recanto Verde;Reino Unido;Barco;30/03/2023;0
132370;07/12/2023;laranja;86;Vendedor 13;Quinta dos Pinhais;Argentina;Avião;20/12/2023;1099
132371;01/03/2023;maçã;552;Vendedor 34;Chácara Bela Vista;Japão;Caminhão;04/04/2023;0
132372;25/01/2022;maçã;27;Vendedor 43;Chácara Bela Vista;Coreia do Sul;Avião;01/02/2022;158
132373;25/06/2022;maçã;182;Vendedor 44;Chácara Bela Vista;Itália;Caminhão;03/07/2022;31
132374;03/05/2022;manga;563;Vendedor 23;Rancho Estrela Cadente;Coreia do Sul;Caminhão;11/05/2022;2189
132375;11/09/2023;uva;141;Vendedor 49;Sítio Águas Claras;Índia;Caminhão;30/09/2023;0
132376;23/07/2023;manga;57;Vendedor 21;Rancho Estrela Cadente;Argentina;Caminhão;17/08/2023;3254
132377;16/01/2023;maçã;486;Vendedor 38;Terra Prometida;Bélgica;Caminhão;01/02/2023;252
132378;15/01/2023;maçã;920;Vendedor 10;Terra Prometida;Países Baixos;Barco;10/02/2023;2316
132379;31/07/2023;banana;101;Vendedor 21;Recanto Verde;Arábia Saudita;Barco;15/08/2023;589
132380;15/11/2023;banana;91;Vendedor 11;Quinta dos Pinhais;China;Caminhão;06/12/2023;1257
132381;22/02/2022;limão;97;Vendedor 34;Fazenda Luz da Lua;Itália;Barco;11/03/2022;1172
132382;19/05/2022;laranja;588;Vendedor 21;Recanto Verde;Reino Unido;Barco;02/06/2022;3938
132383;29/05/2022;limão;451;Vendedor 21;Fazenda Luz da Lua;Rússia;Caminhão;22/06/2022;3256
132384;02/06/2022;limão;181;Vendedor 6;Fazenda Luz da Lua;México;Caminhão;30/06/2022;3367
132385;29/12/2023;uva;784;Vendedor 5;Refúgio do Vale;Japão;Avião;30/01/2024;0
132386;25/11/2022;uva;881;Vendedor 39;Refúgio do Vale;México;Barco;27/12/2022;176
132387;08/04/2022;limão;904;Vendedor 1;Fazenda Luz da Lua;Espanha;Caminhão;03/05/2022;1574
132388;08/01/2023;melancia;487;Vendedor 40;Fazenda Campo Sereno;Rússia;Caminhão;31/01/2023;2640
132389;22/10/2022;uva;164;Vendedor 19;Sítio Águas Claras;Bélgica;Avião;08/11/2022;0
132390;13/01/2023;limão;371;Vendedor 2;Fazenda Luz da Lua;Arábia Saudita;Trem;24/01/2023;2762
132391;31/01/2022;limão;924;Vendedor 10;Fazenda Luz da Lua;Alemanha;Avião;14/02/2022;3215
132392;13/01/2023;banana;317;Vendedor 22;Recanto Verde;Alemanha;Caminhão;14/02/2023;1430
132393;25/07/2022;limão;376;Vendedor 19;Fazenda Luz da Lua;Bélgica;Avião;25/08/2022;2620
132394;05/08/2023;limão;498;Vendedor 8;Fazenda Luz da Lua;Itália;Trem;03/09/2023;533
132395;21/08/2023;uva;655;Vendedor 15;Refúgio do Vale;França;Caminhão;25/09/2023;0
132396;04/04/2022;banana;60;Vendedor 3;Recanto Verde;Argentina;Caminhão;26/04/2022;959
132397;05/03/2022;banana;225;Vendedor 14;Quinta dos Pinhais;Coreia do Sul;Caminhão;23/03/2022;2299
132398;15/01/2023;maçã;387;Vendedor 9;Chácara Bela Vista;Reino Unido;Avião;04/02/2023;0
132399;19/12/2023;uva;595;Vendedor 22;Refúgio do Vale;França;Caminhão;10/01/2024;2827
132400;07/11/2022;maçã;215;Vendedor 20;Terra Prometida;Coreia do Sul;Avião;13/11/2022;2428
132401;14/02/2022;banana;570;Vendedor 45;Recanto Verde;Espanha;Caminhão;22/02/2022;0
132402;21/05/2022;laranja;487;Vendedor 47;Recanto Verde;França;Avião;29/05/2022;2280
132403;03/04/2023;laranja;148;Vendedor 9;Quinta dos Pinhais;Estados Unidos;Caminhão;09/04/2023;2807
132404;31/03/2023;maçã;641;Vendedor 32;Chácara Bela Vista;Índia;Caminhão;21/04/2023;1697
132405;14/01/2022;banana;201;Vendedor 19;Quinta dos Pinhais;Rússia;Avião;24/01/2022;1071
132406;16/06/2022;uva;627;Vendedor 46;Sítio Águas Claras;Japão;Barco;28/06/2022;1047
132407;04/03/2023;banana;683;Vendedor 17;Recanto Verde;Japão;Avião;23/03/2023;0
132408;24/02/2022;uva;891;Vendedor 39;Sítio Águas Claras;México;Avião;11/03/2022;0
132409;06/09/2022;manga;384;Vendedor 29;Fazenda Sol Nascente;Espanha;Barco;11/09/2022;886
132410;14/01/2022;limão;707;Vendedor 35;Fazenda Luz da Lua;Estados Unidos;Avião;18/02/2022;1495
132411;31/05/2023;maçã;681;Vendedor 45;Chácara Bela Vista;Itália;Barco;14/06/2023;3081
132412;03/09/2023;maçã;745;Vendedor 10;Chácara Bela Vista;Reino Unido;Caminhão;14/09/2023;2256
132413;02/04/2023;maçã;207;Vendedor 45;Terra Prometida;Estados Unidos;Caminhão;11/04/2023;2361
132414;09/07/2022;limão;947;Vendedor 31;Fazenda Luz da Lua;Rússia;Trem;23/07/2022;3436
132415;22/11/2023;limão;18;Vendedor 3;Fazenda Luz da Lua;França;Avião;20/12/2023;0
132416;08/07/2023;manga;202;Vendedor 40;Fazenda Sol Nascente;Itália;Avião;13/07/2023;2895
132417;12/11/2023;laranja;964;Vendedor 34;Quinta dos Pinhais;Itália;Avião;30/11/2023;0
132418;01/06/2023;banana;901;Vendedor 1;Recanto Verde;Brasil;Caminhão;06/07/2023;968
132419;20/04/2022;limão;429;Vendedor 16;Fazenda Luz da Lua;Reino Unido;Avião;16/05/2022;0
132420;12/08/2023;limão;303;Vendedor 46;Fazenda Luz da Lua;Chile;Avião;30/08/2023;2764
132421;16/06/2023;maçã;550;Vendedor 18;Terra Prometida;Coreia do Sul;Avião;27/06/2023;0
132422;31/08/2022;limão;275;Vendedor 33;Fazenda Luz da Lua;Alemanha;Avião;29/09/2022;0
132423;24/08/2022;banana;511;Vendedor 23;Recanto Verde;Espanha;Caminhão;31/08/2022;1536
132424;28/09/2023;maçã;3;Vendedor 20;Chácara Bela Vista;Coreia do Sul;Avião;08/10/2023;0
132425;11/12/2023;uva;983;Vendedor 36;Sítio Águas Claras;Reino Unido;Caminhão;12/01/2024;1051
132426;29/04/2022;uva;943;Vendedor 49;Refúgio do Vale;Coreia do Sul;Caminhão;03/06/2022;2207
132427;11/10/2022;maçã;759;Vendedor 4;Terra Prometida;Arábia Saudita;Barco;04/11/2022;1137
132428;09/08/2023;melancia;107;Vendedor 50;Fazenda Campo Sereno;China;Avião;20/08/2023;0
132429;01/05/2023;maçã;296;Vendedor 50;Chácara Bela Vista;Brasil;Caminhão;30/05/2023;3629
132430;01/01/2022;manga;159;Vendedor 14;Fazenda Sol Nascente;Índia;Caminhão;01/02/2022;2192
132431;31/05/2022;maçã;107;Vendedor 11;Terra Prometida;Japão;Caminhão;05/07/2022;2520
132432;06/11/2023;manga;96;Vendedor 31;Fazenda Sol Nascente;Países Baixos;Avião;18/11/2023;1796
132433;06/12/2022;laranja;17;Vendedor 46;Recanto Verde;Brasil;Caminhão;08/01/2023;1460
132434;19/02/2023;manga;202;Vendedor 30;Rancho Estrela Cadente;Coreia do Sul;Caminhão;26/03/2023;2990
132435;05/01/2022;maçã;335;Vendedor 31;Terra Prometida;Índia;Avião;20/01/2022;1084
132436;30/03/2022;laranja;365;Vendedor 41;Quinta dos Pinhais;Arábia Saudita;Trem;21/04/2022;2639
132437;29/08/2022;limão;869;Vendedor 2;Fazenda Luz da Lua;Bélgica;Avião;22/09/2022;340
132438;04/12/2023;limão;862;Vendedor 32;Fazenda Luz da Lua;Bélgica;Caminhão;14/12/2023;2045
132439;10/04/2023;banana;170;Vendedor 40;Recanto Verde;Chile;Caminhão;12/05/2023;925
132440;19/01/2023;maçã;488;Vendedor 25;Chácara Bela Vista;Argentina;Caminhão;20/02/2023;4010
132441;11/06/2022;limão;862;Vendedor 35;Fazenda Luz da Lua;Reino Unido;Caminhão;25/06/2022;2883
132442;24/09/2023;maçã;587;Vendedor 25;Chácara Bela Vista;China;Avião;16/10/2023;1809
132443;10/10/2023;limão;585;Vendedor 13;Fazenda Luz da Lua;Argentina;Caminhão;16/10/2023;2190
132444;03/06/2023;limão;377;Vendedor 19;Fazenda Luz da Lua;Canadá;Avião;08/07/2023;2945
132445;27/02/2023;limão;86;Vendedor 14;Fazenda Luz da Lua;Reino Unido;Avião;21/03/2023;3804
132446;25/04/2023;limão;354;Vendedor 45;Fazenda Luz da Lua;Coreia do Sul;Barco;30/04/2023;1647
132447;05/12/2022;maçã;381;Vendedor 33;Chácara Bela Vista;Índia;Avião;22/12/2022;3521
132448;22/05/2023;banana;260;Vendedor 28;Quinta dos Pinhais;Japão;Avião;24/06/2023;2138
132449;22/09/2022;manga;693;Vendedor 43;Rancho Estrela Cadente;Países Baixos;Avião;02/10/2022;2793
132450;24/07/2022;limão;143;Vendedor 12;Fazenda Luz da Lua;França;Caminhão;04/08/2022;1254
132451;04/04/2022;banana;981;Vendedor 50;Quinta dos Pinhais;Itália;Caminhão;09/05/2022;782
132452;04/12/2022;limão;258;Vendedor 2;Fazenda Luz da Lua;França;Caminhão;04/01/2023;4384
132453;13/04/2022;laranja;853;Vendedor 4;Quinta dos Pinhais;Países Baixos;Caminhão;12/05/2022;954
132454;01/12/2023;banana;486;Vendedor 39;Quinta dos Pinhais;Rússia;Avião;24/12/2023;2376
132455;21/11/2022;uva;356;Vendedor 23;Sítio Águas Claras;Japão;Avião;07/12/2022;1469
132456;11/06/2023;uva;160;Vendedor 33;Sítio Águas Claras;Espanha;Avião;12/07/2023;696
132457;04/11/2022;uva;147;Vendedor 19;Sítio Águas Claras;Canadá;Caminhão;29/11/2022;950
132458;16/04/2022;laranja;70;Vendedor 40;Recanto Verde;Canadá;Avião;23/04/2022;1543
132459;27/04/2023;laranja;452;Vendedor 46;Quinta dos Pinhais;Itália;Avião;22/05/2023;2226
132460;19/07/2023;manga;530;Vendedor 25;Rancho Estrela Cadente;Arábia Saudita;Avião;20/08/2023;3585
132461;14/11/2022;limão;473;Vendedor 49;Fazenda Luz da Lua;Reino Unido;Caminhão;10/12/2022;0
132462;24/04/2023;laranja;618;Vendedor 32;Quinta dos Pinhais;Canadá;Avião;12/05/2023;1720
132463;17/06/2023;limão;947;Vendedor 14;Fazenda Luz da Lua;Rússia;Caminhão;30/06/2023;3924
132464;20/08/2022;limão;183;Vendedor 36;Fazenda Luz da Lua;China;Avião;22/09/2022;3032
132465;11/07/2023;limão;13;Vendedor 42;Fazenda Luz da Lua;Índia;Avião;18/07/2023;1356
132466;15/03/2023;banana;796;Vendedor 34;Recanto Verde;Argentina;Trem;30/03/2023;72
132467;20/07/2023;melancia;800;Vendedor 47;Fazenda Campo Sereno;China;Caminhão;20/08/2023;51
132468;08/05/2023;limão;26;Vendedor 44;Fazenda Luz da Lua;Arábia Saudita;Avião;23/05/2023;991
132469;21/09/2022;banana;767;Vendedor 39;Quinta dos Pinhais;Argentina;Caminhão;26/09/2022;3664
132470;17/02/2023;banana;879;Vendedor 42;Quinta dos Pinhais;Arábia Saudita;Caminhão;10/03/2023;1315
132471;02/09/2022;limão;609;Vendedor 28;Fazenda Luz da Lua;Coreia do Sul;Caminhão;19/09/2022;0
132472;23/04/2023;limão;783;Vendedor 17;Fazenda Luz da Lua;Estados Unidos;Caminhão;11/05/2023;0
132473;05/02/2023;maçã;745;Vendedor 43;Chácara Bela Vista;Argentina;Caminhão;01/03/2023;2354
132474;13/11/2023;banana;320;Vendedor 3;Recanto Verde;Índia;Barco;18/11/2023;1106
132475;31/08/2023;manga;20;Vendedor 30;Fazenda Sol Nascente;China;Caminhão;25/09/2023;2377
132476;11/08/2023;limão;482;Vendedor 34;Fazenda Luz da Lua;Brasil;Caminhão;14/09/2023;367
132477;10/08/2023;limão;506;Vendedor 33;Fazenda Luz da Lua;Espanha;Avião;25/08/2023;3419
132478;17/03/2022;laranja;358;Vendedor 5;Recanto Verde;Japão;Avião;12/04/2022;0
132479;13/01/2023;uva;991;Vendedor 30;Sítio Águas Claras;Itália;Avião;29/01/2023;2442
132480;31/12/2023;uva;127;Vendedor 5;Refúgio do Vale;México;Caminhão;29/01/2024;2373
132481;11/01/2022;banana;400;Vendedor 39;Quinta dos Pinhais;Arábia Saudita;Avião;12/02/2022;2135
132482;09/09/2022;banana;116;Vendedor 33;Quinta dos Pinhais;Países Baixos;Caminhão;13/10/2022;314
132483;26/02/2022;banana;847;Vendedor 8;Quinta dos Pinhais;Alemanha;Caminhão;14/03/2022;633
132484;28/11/2023;maçã;986;Vendedor 13;Chácara Bela Vista;Arábia Saudita;Avião;02/01/2024;1218
132485;28/12/2022;uva;379;Vendedor 37;Sítio Águas Claras;Bélgica;Caminhão;21/01/2023;3099
132486;17/04/2023;maçã;277;Vendedor 34;Terra Prometida;Canadá;Caminhão;12/05/2023;1969
132487;12/11/2022;manga;252;Vendedor 31;Fazenda Sol Nascente;Arábia Saudita;Caminhão;13/12/2022;3339
132488;07/12/2023;maçã;234;Vendedor 44;Chácara Bela Vista;França;Avião;30/12/2023;1689
132489;24/04/2022;banana;616;Vendedor 19;Recanto Verde;México;Avião;07/05/2022;2095
132490;17/10/2022;maçã;565;Vendedor 47;Chácara Bela Vista;México;Caminhão;19/11/2022;0
132491;05/08/2022;maçã;172;Vendedor 15;Terra Prometida;Bélgica;Caminhão;01/09/2022;3505
132492;18/09/2023;manga;443;Vendedor 36;Rancho Estrela Cadente;México;Avião;09/10/2023;941
132493;23/06/2022;maçã;842;Vendedor 16;Chácara Bela Vista;Arábia Saudita;Caminhão;06/07/2022;3692
132494;29/09/2023;manga;361;Vendedor 38;Fazenda Sol Nascente;Reino Unido;Avião;20/10/2023;824
132495;21/07/2023;uva;743;Vendedor 21;Sítio Águas Claras;Índia;Avião;04/08/2023;2282
132496;11/04/2023;limão;35;Vendedor 30;Fazenda Luz da Lua;Itália;Avião;08/05/2023;1980
132497;07/03/2023;limão;882;Vendedor 25;Fazenda Luz da Lua;Coreia do Sul;Caminhão;17/03/2023;2245
132498;10/03/2023;banana;299;Vendedor 30;Quinta dos Pinhais;França;Caminhão;16/03/2023;1731
132499;24/12/2023;uva;402;Vendedor 12;Refúgio do Vale;Bélgica;Caminhão;29/12/2023;1748
132500;14/10/2023;uva;665;Vendedor 16;Sítio Águas Claras;China;Caminhão;12/11/2023;0
132501;22/01/2023;uva;403;Vendedor 33;Refúgio do Vale;Estados Unidos;Caminhão;03/02/2023;1031
132502;17/08/2023;maçã;19;Vendedor 17;Chácara Bela Vista;Coreia do Sul;Avião;31/08/2023;0
132503;29/10/2022;limão;789;Vendedor 34;Fazenda Luz da Lua;França;Avião;14/11/2022;2016
132504;03/04/2022;limão;958;Vendedor 12;Fazenda Luz da Lua;Arábia Saudita;Caminhão;04/05/2022;1367
132505;09/09/2023;maçã;314;Vendedor 34;Terra Prometida;Brasil;Avião;19/09/2023;2699
132506;22/07/2022;melancia;348;Vendedor 9;Fazenda Campo Sereno;México;Avião;28/07/2022;0
132507;04/10/2022;maçã;444;Vendedor 1;Terra Prometida;Espanha;Trem;18/10/2022;4432
132508;09/04/2022;maçã;316;Vendedor 25;Terra Prometida;França;Avião;21/04/2022;2234
132509;08/11/2023;maçã;467;Vendedor 33;Terra Prometida;Canadá;Avião;30/11/2023;2201
132510;02/01/2022;maçã;118;Vendedor 49;Chácara Bela Vista;Arábia Saudita;Trem;20/01/2022;0
132511;05/06/2023;uva;726;Vendedor 20;Sítio Águas Claras;Índia;Caminhão;15/06/2023;1877
132512;28/10/2022;limão;123;Vendedor 7;Fazenda Luz da Lua;Reino Unido;Caminhão;27/11/2022;1183
132513;05/02/2022;maçã;815;Vendedor 37;Chácara Bela Vista;México;Avião;02/03/2022;1439
132514;27/08/2023;maçã;982;Vendedor 10;Chácara Bela Vista;França;Caminhão;19/09/2023;1946
132515;25/05/2022;manga;242;Vendedor 23;Rancho Estrela Cadente;Canadá;Avião;03/06/2022;305
132516;03/02/2023;laranja;865;Vendedor 3;Quinta dos Pinhais;Rússia;Caminhão;22/02/2023;3087
132517;11/02/2023;limão;643;Vendedor 8;Fazenda Luz da Lua;Japão;Avião;21/02/2023;592
132518;25/09/2023;maçã;420;Vendedor 19;Chácara Bela Vista;Estados Unidos;Caminhão;08/10/2023;3126
132519;02/02/2022;laranja;678;Vendedor 39;Recanto Verde;Índia;Caminhão;09/02/2022;1527
132520;18/08/2023;manga;646;Vendedor 35;Fazenda Sol Nascente;Índia;Trem;28/08/2023;1602
132521;19/10/2023;manga;27;Vendedor 26;Fazenda Sol Nascente;Alemanha;Caminhão;01/11/2023;3014
132522;08/10/2023;limão;442;Vendedor 5;Fazenda Luz da Lua;Reino Unido;Avião;31/10/2023;4272
132523;08/08/2022;limão;886;Vendedor 27;Fazenda Luz da Lua;Canadá;Avião;15/08/2022;3960
132524;31/03/2022;laranja;774;Vendedor 24;Recanto Verde;Canadá;Caminhão;29/04/2022;3189
132525;17/03/2023;laranja;374;Vendedor 40;Recanto Verde;México;Avião;21/04/2023;3039
132526;12/02/2023;uva;914;Vendedor 50;Refúgio do Vale;México;Avião;10/03/2023;517
132527;01/08/2022;laranja;516;Vendedor 22;Quinta dos Pinhais;China;Avião;02/09/2022;2385
132528;17/03/2022;limão;914;Vendedor 3;Fazenda Luz da Lua;Brasil;Trem;24/03/2022;2945
132529;03/03/2022;maçã;589;Vendedor 44;Terra Prometida;Japão;Avião;16/03/2022;110
132530;27/02/2023;laranja;649;Vendedor 25;Recanto Verde;Itália;Caminhão;03/04/2023;311
132531;04/09/2023;limão;11;Vendedor 31;Fazenda Luz da Lua;Índia;Avião;26/09/2023;4371
132532;21/09/2023;maçã;665;Vendedor 8;Chácara Bela Vista;China;Caminhão;10/10/2023;0
132533;29/07/2022;limão;171;Vendedor 22;Fazenda Luz da Lua;Estados Unidos;Caminhão;26/08/2022;0
132534;30/04/2023;banana;890;Vendedor 14;Quinta dos Pinhais;Bélgica;Avião;21/05/2023;166
132535;21/07/2023;manga;134;Vendedor 13;Fazenda Sol Nascente;Chile;Caminhão;04/08/2023;1246
132536;16/12/2023;uva;727;Vendedor 41;Sítio Águas Claras;Alemanha;Avião;07/01/2024;2072
132537;30/10/2023;maçã;834;Vendedor 32;Chácara Bela Vista;Bélgica;Trem;10/11/2023;4736
132538;04/02/2022;banana;398;Vendedor 25;Quinta dos Pinhais;Coreia do Sul;Avião;11/03/2022;2866
132539;18/05/2022;uva;858;Vendedor 37;Sítio Águas Claras;Chile;Barco;27/05/2022;2061
132540;19/08/2023;banana;898;Vendedor 18;Quinta dos Pinhais;França;Caminhão;03/09/2023;1558
132541;01/05/2022;limão;322;Vendedor 12;Fazenda Luz da Lua;Canadá;Caminhão;04/06/2022;28
132542;05/07/2023;maçã;717;Vendedor 7;Chácara Bela Vista;Itália;Caminhão;14/07/2023;1881
132543;05/04/2023;laranja;602;Vendedor 47;Quinta dos Pinhais;Índia;Barco;06/05/2023;3362
132544;26/09/2023;banana;842;Vendedor 35;Quinta dos Pinhais;Chile;Barco;29/10/2023;2642
132545;24/10/2022;maçã;581;Vendedor 45;Terra Prometida;Japão;Caminhão;11/11/2022;3879
132546;06/05/2023;uva;30;Vendedor 46;Refúgio do Vale;Brasil;Avião;11/05/2023;0
132547;09/02/2022;limão;279;Vendedor 21;Fazenda Luz da Lua;França;Trem;12/03/2022;708
132548;26/03/2022;uva;543;Vendedor 8;Sítio Águas Claras;Coreia do Sul;Barco;10/04/2022;0
132549;20/08/2023;uva;823;Vendedor 42;Refúgio do Vale;Índia;Caminhão;23/09/2023;2939
132550;17/03/2023;uva;678;Vendedor 34;Sítio Águas Claras;China;Avião;13/04/2023;2719
132551;26/10/2022;manga;122;Vendedor 14;Rancho Estrela Cadente;Bélgica;Avião;06/11/2022;2550
132552;04/02/2022;banana;591;Vendedor 17;Recanto Verde;Reino Unido;Caminhão;03/03/2022;2081
132553;08/07/2022;limão;146;Vendedor 20;Fazenda Luz da Lua;Coreia do Sul;Caminhão;19/07/2022;0
132554;18/09/2022;uva;586;Vendedor 22;Sítio Águas Claras;Chile;Avião;22/10/2022;3978
132555;24/07/2022;limão;750;Vendedor 41;Fazenda Luz da Lua;Reino Unido;Avião;28/08/2022;0
132556;07/07/2022;limão;920;Vendedor 36;Fazenda Luz da Lua;México;Caminhão;05/08/2022;298
132557;07/01/2022;limão;461;Vendedor 5;Fazenda Luz da Lua;China;Caminhão;09/02/2022;0
132558;19/02/2022;uva;896;Vendedor 46;Sítio Águas Claras;Estados Unidos;Caminhão;27/02/2022;386
132559;18/09/2023;uva;120;Vendedor 36;Sítio Águas Claras;Coreia do Sul;Barco;30/09/2023;1111
132560;04/11/2022;uva;819;Vendedor 14;Sítio Águas Claras;Brasil;Caminhão;20/11/2022;2742
132561;28/12/2023;limão;804;Vendedor 10;Fazenda Luz da Lua;China;Caminhão;25/01/2024;2531
132562;13/08/2023;limão;805;Vendedor 9;Fazenda Luz da Lua;França;Avião;15/09/2023;2096
132563;02/07/2023;limão;20;Vendedor 5;Fazenda Luz da Lua;Coreia do Sul;Avião;07/07/2023;1274
132564;27/05/2023;maçã;799;Vendedor 25;Terra Prometida;Rússia;Caminhão;24/06/2023;0
132565;09/01/2022;maçã;991;Vendedor 37;Terra Prometida;Argentina;Caminhão;20/01/2022;0
132566;03/10/2022;maçã;955;Vendedor 6;Terra Prometida;Japão;Caminhão;17/10/2022;505
132567;15/02/2023;banana;974;Vendedor 9;Recanto Verde;Reino Unido;Avião;02/03/2023;2796
132568;20/05/2023;uva;768;Vendedor 38;Refúgio do Vale;Chile;Avião;01/06/2023;413
132569;14/10/2022;banana;361;Vendedor 43;Recanto Verde;Reino Unido;Avião;12/11/2022;2505
132570;31/08/2023;laranja;921;Vendedor 12;Recanto Verde;Reino Unido;Avião;23/09/2023;2201
132571;12/11/2023;manga;848;Vendedor 46;Rancho Estrela Cadente;Bélgica;Caminhão;21/11/2023;2368
132572;28/08/2023;limão;647;Vendedor 4;Fazenda Luz da Lua;Espanha;Caminhão;24/09/2023;3065
132573;14/07/2022;laranja;307;Vendedor 25;Quinta dos Pinhais;Reino Unido;Caminhão;30/07/2022;81
132574;04/05/2022;maçã;116;Vendedor 4;Chácara Bela Vista;Espanha;Trem;19/05/2022;1703
132575;07/09/2022;manga;502;Vendedor 25;Fazenda Sol Nascente;Bélgica;Caminhão;04/10/2022;3854
132576;24/09/2022;manga;919;Vendedor 6;Fazenda Sol Nascente;China;Caminhão;16/10/2022;0
132577;28/09/2022;banana;883;Vendedor 31;Recanto Verde;Rússia;Avião;10/10/2022;3569
132578;13/12/2022;laranja;91;Vendedor 35;Recanto Verde;Argentina;Barco;26/12/2022;0
132579;13/01/2023;maçã;495;Vendedor 3;Chácara Bela Vista;Brasil;Barco;26/01/2023;0
132580;10/05/2023;banana;971;Vendedor 23;Recanto Verde;Bélgica;Barco;27/05/2023;3569
132581;14/08/2022;laranja;336;Vendedor 23;Recanto Verde;Rússia;Caminhão;30/08/2022;2649
132582;23/06/2023;banana;363;Vendedor 6;Quinta dos Pinhais;Estados Unidos;Avião;05/07/2023;1986
132583;01/10/2022;uva;884;Vendedor 29;Refúgio do Vale;Alemanha;Avião;07/10/2022;977
132584;28/01/2022;maçã;827;Vendedor 27;Terra Prometida;Espanha;Caminhão;04/02/2022;2700
132585;26/01/2022;uva;328;Vendedor 12;Sítio Águas Claras;Brasil;Caminhão;24/02/2022;3209
132586;13/07/2022;maçã;996;Vendedor 28;Terra Prometida;Rússia;Barco;09/08/2022;2484
132587;02/06/2022;manga;529;Vendedor 3;Rancho Estrela Cadente;Alemanha;Caminhão;23/06/2022;1396
132588;18/10/2022;manga;296;Vendedor 11;Rancho Estrela Cadente;Japão;Avião;22/11/2022;2967
132589;06/05/2023;manga;810;Vendedor 24;Fazenda Sol Nascente;Bélgica;Trem;17/05/2023;552
132590;08/06/2023;limão;869;Vendedor 5;Fazenda Luz da Lua;Espanha;Avião;08/07/2023;1603
132591;25/10/2023;uva;500;Vendedor 31;Sítio Águas Claras;Coreia do Sul;Trem;29/11/2023;0
132592;11/02/2023;banana;969;Vendedor 28;Quinta dos Pinhais;México;Avião;01/03/2023;4335
132593;03/08/2023;banana;538;Vendedor 1;Recanto Verde;Argentina;Avião;07/09/2023;1046
